From	Entry	Reviewed
ENSG00000197124	O95780	reviewed
ENSG00000197128	Q68DY9	reviewed
ENSG00000197134	Q9Y2Q1	reviewed
ENSG00000197162	A8K8V0	reviewed
ENSG00000197213	A6NJL1	reviewed
ENSG00000197279	P49910	reviewed
ENSG00000197302	Q7Z2F6	reviewed
ENSG00000197343	Q8N720	reviewed
ENSG00000197360	A6NK75	reviewed
ENSG00000197362	Q8N393	reviewed
ENSG00000197363	Q6ZMY9	reviewed
ENSG00000197372	Q8TD23	reviewed
ENSG00000197385	A6NHJ4	reviewed
ENSG00000197472	Q8IW36	reviewed
ENSG00000197483	Q5EBL2	reviewed
ENSG00000197497	Q9H7R5	reviewed
ENSG00000197566	Q9P2J8	reviewed
ENSG00000197576	Q00056	reviewed
ENSG00000197587	Q8NFW5	reviewed
ENSG00000197608	Q6ZN19	reviewed
ENSG00000197619	Q8N8J6	reviewed
ENSG00000197647	Q8N7K0	reviewed
ENSG00000197714	Q14592	reviewed
ENSG00000197757	P09630	reviewed
ENSG00000197779	P51508	reviewed
ENSG00000197782	O75290	reviewed
ENSG00000197808	Q8TAF7	reviewed
ENSG00000197841	Q2M3W8	reviewed
ENSG00000197857	P15621	reviewed
ENSG00000197863	Q6PG37	reviewed
ENSG00000197905	Q15561	reviewed
ENSG00000197921	Q5TA89	reviewed
ENSG00000197928	Q86XU0	reviewed
ENSG00000197933	P16415	reviewed
ENSG00000197935	Q5JNZ3	reviewed
ENSG00000197937	Q96SE7	reviewed
ENSG00000197951	Q9NQZ8	reviewed
ENSG00000197961	P58317	reviewed
ENSG00000198026	Q9H4Z2	reviewed
ENSG00000198028	Q96MR9	reviewed
ENSG00000198039	Q14593	reviewed
ENSG00000198040	P51523	reviewed
ENSG00000198046	Q5HYK9	reviewed
ENSG00000198081	O43829	reviewed
ENSG00000198093	Q9BS31	reviewed
ENSG00000198105	Q8NDW4	reviewed
ENSG00000198131	Q6NX49	reviewed
ENSG00000198146	Q6IQ21	reviewed
ENSG00000198160	Q8N108	reviewed
ENSG00000198169	Q9BRH9	reviewed
ENSG00000198176	Q14186	reviewed
ENSG00000198182	Q96SK3	reviewed
ENSG00000198185	Q9HCZ1	reviewed
ENSG00000198205	P98168	reviewed
ENSG00000198298	Q8NCK3	reviewed
ENSG00000198300	Q9GZU2	reviewed
ENSG00000198315	Q15776	reviewed
ENSG00000198342	Q9H7R0	reviewed
ENSG00000198346	Q6ZN06	reviewed
ENSG00000198353	P09017	reviewed
ENSG00000198393	P17031	reviewed
ENSG00000198429	Q9UC07	reviewed
ENSG00000198440	Q96ND8	reviewed
ENSG00000198453	Q3ZCX4	reviewed
ENSG00000198455	P98169	reviewed
ENSG00000198464	Q8WV37	reviewed
ENSG00000198466	Q96SQ5	reviewed
ENSG00000198482	Q8N4W9	reviewed
ENSG00000198517	O60675	reviewed
ENSG00000198521	P17038	reviewed
ENSG00000198538	P17035	reviewed
ENSG00000198546	Q8NB15	reviewed
ENSG00000198551	Q7L945	reviewed
ENSG00000198554	O75717	reviewed
ENSG00000198556	Q5FWF6	reviewed
ENSG00000198597	O15090	reviewed
ENSG00000198633	Q76KX8	reviewed
ENSG00000198715	Q8WWB7	reviewed
ENSG00000198740	Q9Y2D9	reviewed
ENSG00000198795	Q96K83	reviewed
ENSG00000198807	P55771	reviewed
ENSG00000198815	Q9UPW0	reviewed
ENSG00000198816	Q9NW07	reviewed
ENSG00000198839	Q9NRM2	reviewed
ENSG00000198846	O94900	reviewed
ENSG00000198911	Q12772	reviewed
ENSG00000198914	P20264	reviewed
ENSG00000198939	Q6ZN57	reviewed
ENSG00000198945	Q96JM7	reviewed
ENSG00000198963	Q92753	reviewed
ENSG00000203326	Q8N782	reviewed
ENSG00000203883	P35713	reviewed
ENSG00000203989	P0C7M4	reviewed
ENSG00000204060	A8MYZ6	reviewed
ENSG00000204103	Q9Y5Q3	reviewed
ENSG00000204231	P28702	reviewed
ENSG00000204304	P40425	reviewed
ENSG00000204335	Q6BEB4	reviewed
ENSG00000204366	Q9Y330	reviewed
ENSG00000204514	B7Z6K7	reviewed
ENSG00000204519	Q7Z340	reviewed
ENSG00000204524	Q5CZA5	reviewed
ENSG00000204531	Q01860	reviewed
ENSG00000204532	A6NGD5	reviewed
ENSG00000204595	A6NFQ7	reviewed
ENSG00000204604	Q5VIY5	reviewed
ENSG00000204611	Q08AN1	reviewed
ENSG00000204612	Q5VYV0	reviewed
ENSG00000204644	Q9NU63	reviewed
ENSG00000204779	Q5VV16	reviewed
ENSG00000204859	P10074	reviewed
ENSG00000204920	Q12901	reviewed
ENSG00000204946	Q6ZMS7	reviewed
ENSG00000204947	Q6IV72	reviewed
ENSG00000205143	A6NKF2	reviewed
ENSG00000205189	Q96DT7	reviewed
ENSG00000205250	Q16254	reviewed
ENSG00000205857	Q7Z5D8	reviewed
ENSG00000205899	Q7RTU4	reviewed
ENSG00000205903	A6NFI3	reviewed
ENSG00000205922	O60422	reviewed
ENSG00000205927	Q13516	reviewed
ENSG00000212993	Q06416	reviewed
ENSG00000213015	Q9UK33	reviewed
ENSG00000213020	Q8N823	reviewed
ENSG00000213096	O75437	reviewed
ENSG00000213347	Q9BW11	reviewed
ENSG00000213676	Q99941	reviewed
ENSG00000213762	P52741	reviewed
ENSG00000213793	P0CJ79	reviewed
ENSG00000213799	Q96IR2	reviewed
ENSG00000213921	A8MZ59	reviewed
ENSG00000213928	Q00978	reviewed
ENSG00000213967	A6NNF4	reviewed
ENSG00000213973	A8MXY4	reviewed
ENSG00000213988	Q03938	reviewed
ENSG00000213999	Q02080	reviewed
ENSG00000214022	Q9BWE0	reviewed
ENSG00000214029	A8MT65	reviewed
ENSG00000214336	A8MTJ6	reviewed
ENSG00000214513	A8MTQ0	reviewed
ENSG00000214575	Q9BZB8	reviewed
ENSG00000214652	A8MUV8	reviewed
ENSG00000214717	O96006	reviewed
ENSG00000215343	P0CH99	reviewed
ENSG00000215356	P0CI00	reviewed
ENSG00000215372	A8MUZ8	reviewed
ENSG00000215397	Q9NQ03	reviewed
ENSG00000215421	Q9C0G0	reviewed
ENSG00000215612	Q9NP08	reviewed
ENSG00000217236	P0CG40	reviewed
ENSG00000218891	Q8NAF0	reviewed
ENSG00000220201	P0C6A0	reviewed
ENSG00000221818	Q9HAK2	reviewed
ENSG00000221869	P49716	reviewed
ENSG00000221923	Q6PDB4	reviewed
ENSG00000221994	Q2M218	reviewed
ENSG00000223547	Q08AG5	reviewed
ENSG00000223614	P0CB33	reviewed
ENSG00000225614	Q96JG9	reviewed
ENSG00000226314	A0A8I5KTY6	unreviewed
ENSG00000227059	E9PGG2	reviewed
ENSG00000227124	Q9BY31	reviewed
ENSG00000229544	Q9UD57	reviewed
ENSG00000229676	Q9P255	reviewed
ENSG00000229809	P0C7X2	reviewed
ENSG00000230797	O15391	reviewed
ENSG00000232237	M0R2M9	unreviewed
ENSG00000233608	Q8WVJ9	reviewed
ENSG00000233757	A0A087WUV0	reviewed
ENSG00000234284	B4DU55	reviewed
ENSG00000234444	B4DX44	reviewed
ENSG00000235109	Q96LW9	reviewed
ENSG00000235608	Q15270	reviewed
ENSG00000236104	O15209	reviewed
ENSG00000236609	P0CG23	reviewed
ENSG00000237440	O75373	reviewed
ENSG00000237452	C9JSJ3	reviewed
ENSG00000240445	A0A2Z4LIS9	reviewed
ENSG00000241149	A0A1W2PQL4	reviewed
ENSG00000242852	Q8N972	reviewed
ENSG00000243660	B1APH4	reviewed
ENSG00000243678	P22392	reviewed
ENSG00000243943	Q96ME7	reviewed
ENSG00000244405	P41161	reviewed
ENSG00000245680	Q52M93	reviewed
ENSG00000245848	P49715	reviewed
ENSG00000248483	Q8N7G0	reviewed
ENSG00000248767	A0A1W2PRP0	reviewed
ENSG00000249471	Q6AW86	reviewed
ENSG00000249709	Q8TBZ8	reviewed
ENSG00000249961	Q8NA31	reviewed
ENSG00000250312	Q3SXZ3	reviewed
ENSG00000250571	P10075	reviewed
ENSG00000251192	Q2M3X9	reviewed
ENSG00000251247	Q14585	reviewed
ENSG00000251369	Q7Z398	reviewed
ENSG00000251493	Q16676	reviewed
ENSG00000253293	P31260	reviewed
ENSG00000253831	Q6ZN32	reviewed
ENSG00000254004	Q3ZCT1	reviewed
ENSG00000255009	P0CB47	reviewed
ENSG00000255073	A0A0A6YYC7	unreviewed
ENSG00000255073	H3BTR0	unreviewed
ENSG00000255104	A0A8I5KS80	unreviewed
ENSG00000255104	A0A8I5KWC3	unreviewed
ENSG00000255104	A0A8J9BZE6	unreviewed
ENSG00000255192	Q6NSW7	reviewed
ENSG00000256087	O94892	reviewed
ENSG00000256223	P21506	reviewed
ENSG00000256229	Q96H40	reviewed
ENSG00000256294	Q9UK10	reviewed
ENSG00000256463	Q9BXA9	reviewed
ENSG00000256683	Q9GZX5	reviewed
ENSG00000256771	O75346	reviewed
ENSG00000257184	D6RAR5	unreviewed
ENSG00000257315	P86452	reviewed
ENSG00000257446	C9JN71	reviewed
ENSG00000257591	Q96I27	reviewed
ENSG00000257923	P39880	reviewed
ENSG00000257923	Q13948	reviewed
ENSG00000258064	F8VRH5	unreviewed
ENSG00000258405	Q96N58	reviewed
ENSG00000258724	A0A0A6YYK5	unreviewed
ENSG00000258873	A6NLW8	reviewed
ENSG00000260027	P09629	reviewed
ENSG00000260428	Q7RTU7	reviewed
ENSG00000260596	Q9UBX2	reviewed
ENSG00000261221	P0CJ78	reviewed
ENSG00000261678	Q9BWW7	reviewed
ENSG00000261787	Q7RTU0	reviewed
ENSG00000263001	P78347	reviewed
ENSG00000263002	Q14588	reviewed
ENSG00000264668	A0A0G2JH32	unreviewed
ENSG00000265763	Q96MN9	reviewed
ENSG00000266265	Q8TD94	reviewed
ENSG00000267022	K7ENM7	unreviewed
ENSG00000267041	A8MQ14	reviewed
ENSG00000267179	F5H0A9	unreviewed
ENSG00000267179	K7EJH5	unreviewed
ENSG00000267179	K7EPL6	unreviewed
ENSG00000267281	K7ELQ4	unreviewed
ENSG00000267508	Q96NJ3	reviewed
ENSG00000267680	Q9NZL3	reviewed
ENSG00000268041	A0A1W2PQ73	reviewed
ENSG00000268480	A0A5F9ZHS7	reviewed
ENSG00000268696	P0DPD5	reviewed
ENSG00000268738	Q9UBD0	reviewed
ENSG00000269067	P0DKX0	reviewed
ENSG00000269343	E7ETH6	reviewed
ENSG00000269404	Q01892	reviewed
ENSG00000269502	Q5HYR2	reviewed
ENSG00000269693	M0R378	unreviewed
ENSG00000269699	Q9NZV7	reviewed
ENSG00000269825	A0A7P0TAN4	unreviewed
ENSG00000270011	S4R342	unreviewed
ENSG00000270011	S4R365	unreviewed
ENSG00000270011	S4R367	unreviewed
ENSG00000270011	S4R3A1	unreviewed
ENSG00000270011	S4R3B1	unreviewed
ENSG00000270011	S4R3H7	unreviewed
ENSG00000270011	S4R3Q2	unreviewed
ENSG00000270011	S4R3T9	unreviewed
ENSG00000270011	S4R401	unreviewed
ENSG00000270011	S4R422	unreviewed
ENSG00000272602	Q8IYB9	reviewed
ENSG00000273049	V9GYH0	unreviewed
ENSG00000273274	Q8NAP8	reviewed
ENSG00000273514	Q3SYB3	reviewed
ENSG00000273706	P48742	reviewed
ENSG00000274349	Q5TYW1	reviewed
ENSG00000274529	Q9HB31	reviewed
ENSG00000275004	Q86YH2	reviewed
ENSG00000275111	Q9BSG1	reviewed
ENSG00000275410	P35680	reviewed
ENSG00000276234	A0A024R0Y4	unreviewed
ENSG00000276234	A0A087WTV5	unreviewed
ENSG00000276234	A0A087WU71	unreviewed
ENSG00000276234	A0A087WWR4	unreviewed
ENSG00000276234	A0A087WYK3	unreviewed
ENSG00000276234	A0A087WZS1	unreviewed
ENSG00000276234	A0A087X2C8	unreviewed
ENSG00000276644	Q9UI36	reviewed
ENSG00000277462	Q9BS34	reviewed
ENSG00000278129	P17098	reviewed
ENSG00000278318	Q9UJW7	reviewed
ENSG00000278570	Q9Y5X4	reviewed
ENSG00000282757	A0A1W2PPF3	reviewed
ENSG00000283039	A0A0U1RQI7	reviewed
ENSG00000283201	A0A087WUU8	unreviewed
ENSG00000283321	A0A1B0GVI7	unreviewed
ENSG00000283463	A0A1B0GTS1	reviewed
ENSG00000283516	A0A1B0GVX0	reviewed
ENSG00000283697	A0A1B0GWH4	reviewed
ENSG00000283755	A0A1W2PPM1	reviewed
ENSG00000284484	A0A1W2PPK0	reviewed
ENSG00000284691	A0A286YF50	unreviewed
ENSG00000284691	B7ZLF3	unreviewed
ENSG00000285708	A0A3B3IRU0	unreviewed
ENSG00000285708	A0A3B3ITM5	unreviewed
ENSG00000286098	A0A494C069	unreviewed
ENSG00000286132	A0A494BZV4	unreviewed
ENSG00000288000	A0A590UK80	unreviewed
